gene_id	Uniprot	Pfam	Refseq	Nr	Tigrfam	COG	KEGG	Pathway	GO
assembly_01184	Bifunctional protein FolD`	PF00763.20`THF_DHG_CYH`Tetrahydrofolate dehydrogenase/cyclohydrolase, catalytic domain;PF02882.16`THF_DHG_CYH_C`Tetrahydrofolate dehydrogenase/cyclohydrolase, NAD(P)-binding domain	WP_024862413.1`bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD	bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD [Pediococcus acidilactici]	-	5,10-methylene-tetrahydrofolate dehydrogenase/Methenyl tetrahydrofolate cyclohydrolase`Coenzyme transport and metabolism`H	assembly_01184`K01491	Carbon metabolism`ko01200;One carbon pool by folate`ko00670;Carbon fixation pathways in prokaryotes`ko00720	GO:0000105`histidine biosynthetic process`biological_process;GO:0035999`tetrahydrofolate interconversion`biological_process;GO:0006164`purine nucleotide biosynthetic process`biological_process;GO:0004488`methylenetetrahydrofolate dehydrogenase (NADP+) activity`molecular_function;GO:0009086`methionine biosynthetic process`biological_process;GO:0004477`methenyltetrahydrofolate cyclohydrolase activity`molecular_function
assembly_00819	-	-	-	-	-	-	-	-	-
assembly_01083	Probable dipeptidase`	PF03577.12`Peptidase_C69`Peptidase family C69	WP_024862361.1`C69 family dipeptidase	C69 family dipeptidase [Pediococcus acidilactici]	-	Dipeptidase`Amino acid transport and metabolism`E	-	-	GO:0016805`dipeptidase activity`molecular_function
assembly_01056	-	PF12802.4`MarR_2`MarR family;PF01047.19`MarR`MarR family;PF13463.3`HTH_27`Winged helix DNA-binding domain	WP_024862347.1`transcriptional regulator	transcriptional regulator [Pediococcus acidilactici]	TIGR04472`reg_rSAM_mob: mobile rSAM pair MarR family regulator	-	-	-	-
assembly_00550	-	-	WP_008841863.1`hypothetical protein	hypothetical protein [Pediococcus acidilactici]	-	-	-	-	-
assembly_00379	-	-	WP_005918218.1`hypothetical protein	hypothetical protein [Pediococcus acidilactici]	-	-	-	-	-
assembly_01326	5-methylthioadenosine/S-adenosylhomocysteine deaminase`	PF01979.17`Amidohydro_1`Amidohydrolase family;PF07969.8`Amidohydro_3`Amidohydrolase family	WP_128737142.1`amidohydrolase family protein	amidohydrolase family protein [Pediococcus acidilactici]	TIGR01224`hutI: imidazolonepropionase;TIGR03314`Se_ssnA: putative selenium metabolism protein SsnA;TIGR02967`guan_deamin: guanine deaminase;TIGR02022`hutF: formiminoglutamate deiminase;TIGR02318`phosphono_phnM: phosphonate metabolism protein PhnM;TIGR00857`pyrC_multi: dihydroorotase, multifunctional complex type;TIGR03178`allantoinase: allantoinase	Cytosine/adenosine deaminase or related metal-dependent hydrolase`Nucleotide transport and metabolism`F	assembly_01326`K12960	Cysteine and methionine metabolism`ko00270	GO:0090614`5'-methylthioadenosine deaminase activity`molecular_function;GO:0046872`metal ion binding`molecular_function;GO:0050270`S-adenosylhomocysteine deaminase activity`molecular_function
assembly_00292	-	-	WP_024862854.1`Firmicu-CTERM sorting domain-containing protein	Firmicu-CTERM sorting domain-containing protein [Pediococcus acidilactici]	TIGR04145`Firmicu_CTERM: Firmicu-CTERM domain	-	-	-	-
assembly_00160	Phosphopentomutase`	PF00884.20`Sulfatase`Sulfatase;PF01663.19`Phosphodiest`Type I phosphodiesterase / nucleotide pyrophosphatase;PF01676.15`Metalloenzyme`Metalloenzyme superfamily	WP_024862693.1`phosphopentomutase	phosphopentomutase [Pediococcus acidilactici]	TIGR01696`deoB: phosphopentomutase;TIGR01307`pgm_bpd_ind: phosphoglycerate mutase (2,3-diphosphoglycerate-independent);TIGR00306`apgM: phosphoglycerate mutase (2,3-diphosphoglycerate-independent), archaeal form	Phosphopentomutase`Carbohydrate transport and metabolism`G	assembly_00160`K01839	Purine metabolism`ko00230;Pentose phosphate pathway`ko00030	GO:0005737`cytoplasm`cellular_component;GO:0008973`phosphopentomutase activity`molecular_function;GO:0030145`manganese ion binding`molecular_function;GO:0043094`cellular metabolic compound salvage`biological_process;GO:0009264`deoxyribonucleotide catabolic process`biological_process;GO:0006015`5-phosphoribose 1-diphosphate biosynthetic process`biological_process;GO:0000287`magnesium ion binding`molecular_function
assembly_01228	6-phosphogluconate dehydrogenase, decarboxylating`	PF03446.12`NAD_binding_2`NAD binding domain of 6-phosphogluconate dehydrogenase;PF03807.14`F420_oxidored`NADP oxidoreductase coenzyme F420-dependent;PF02558.13`ApbA`Ketopantoate reductase PanE/ApbA;PF00393.16`6PGD`6-phosphogluconate dehydrogenase, C-terminal domain;PF01210.20`NAD_Gly3P_dh_N`NAD-dependent glycerol-3-phosphate dehydrogenase N-terminus;PF02737.15`3HCDH_N`3-hydroxyacyl-CoA dehydrogenase, NAD binding domain;PF01488.17`Shikimate_DH`Shikimate / quinate 5-dehydrogenase	WP_024862428.1`NADP-dependent phosphogluconate dehydrogenase	NADP-dependent phosphogluconate dehydrogenase [Pediococcus acidilactici]	TIGR01505`tartro_sem_red: 2-hydroxy-3-oxopropionate reductase;TIGR00872`gnd_rel: 6-phosphogluconate dehydrogenase (decarboxylating);TIGR01692`HIBADH: 3-hydroxyisobutyrate dehydrogenase;TIGR00873`gnd: 6-phosphogluconate dehydrogenase (decarboxylating)	6-phosphogluconate dehydrogenase`Carbohydrate transport and metabolism`G	assembly_01228`K00033	Pentose phosphate pathway`ko00030;Carbon metabolism`ko01200;Glutathione metabolism`ko00480	GO:0004616`phosphogluconate dehydrogenase (decarboxylating) activity`molecular_function;GO:0050661`NADP binding`molecular_function;GO:0019521`D-gluconate metabolic process`biological_process;GO:0006098`pentose-phosphate shunt`biological_process
assembly_01203	Uncharacterized protein YqiK`	PF03009.14`GDPD`Glycerophosphoryl diester phosphodiesterase family	WP_002831434.1`glycerophosphodiester phosphodiesterase	glycerophosphodiester phosphodiesterase [Pediococcus acidilactici]	-	Glycerophosphoryl diester phosphodiesterase`Lipid transport and metabolism`I	assembly_01203`K01126	Glycerophospholipid metabolism`ko00564	GO:0008081`phosphoric diester hydrolase activity`molecular_function;GO:0006629`lipid metabolic process`biological_process
assembly_01062	Lipoprotein signal peptidase`	PF01252.15`Peptidase_A8`Signal peptidase (SPase) II	WP_002831627.1`signal peptidase II	signal peptidase II [Pediococcus acidilactici]	TIGR00077`lspA: signal peptidase II	Lipoprotein signal peptidase`Cell wall/membrane/envelope biogenesis`M	assembly_01062`K03101	Protein export`ko03060	GO:0004190`aspartic-type endopeptidase activity`molecular_function;GO:0016021`integral component of membrane`cellular_component;GO:0005886`plasma membrane`cellular_component
assembly_00303	-	PF12541.5`DUF3737`Protein of unknown function (DUF3737)	WP_024862860.1`DUF3737 family protein	DUF3737 family protein [Pediococcus acidilactici]	-	-	-	-	-
assembly_00390	Glycerol kinase`	PF00370.18`FGGY_N`FGGY family of carbohydrate kinases, N-terminal domain;PF02782.13`FGGY_C`FGGY family of carbohydrate kinases, C-terminal domain	WP_005918190.1`glycerol kinase GlpK	glycerol kinase GlpK [Pediococcus acidilactici]	TIGR02627`rhamnulo_kin: rhamnulokinase;TIGR01312`XylB: xylulokinase;TIGR01234`L-ribulokinase: ribulokinase;TIGR01315`5C_CHO_kinase: FGGY-family pentulose kinase;TIGR01314`gntK_FGGY: gluconate kinase;TIGR01311`glycerol_kin: glycerol kinase;TIGR02628`fuculo_kin_coli: L-fuculokinase	Glycerol kinase`Energy production and conversion`C	assembly_00390`K00864	Plant-pathogen interaction`ko04626;Glycerolipid metabolism`ko00561;PPAR signaling pathway`ko03320	GO:0004370`glycerol kinase activity`molecular_function;GO:0019563`glycerol catabolic process`biological_process;GO:0006072`glycerol-3-phosphate metabolic process`biological_process;GO:0005524`ATP binding`molecular_function;GO:0006071`glycerol metabolic process`biological_process
assembly_01397	-	PF09953.6`DUF2187`Uncharacterized protein conserved in bacteria (DUF2187)	WP_002829787.1`hypothetical protein	hypothetical protein [Pediococcus acidilactici]	-	-	-	-	-
assembly_01654	Uncharacterized oxidoreductase YcsN`	PF00248.18`Aldo_ket_red`Aldo/keto reductase family	WP_024862612.1`aldo/keto reductase	aldo/keto reductase [Pediococcus acidilactici]	TIGR01293`Kv_beta: voltage-dependent potassium channel beta subunit	Predicted oxidoreductase`General function prediction only`R	-	-	GO:0005829`cytosol`cellular_component;GO:0016491`oxidoreductase activity`molecular_function
assembly_00444	50S ribosomal protein L31 type B`	PF01197.15`Ribosomal_L31`Ribosomal protein L31	WP_002829728.1`type B 50S ribosomal protein L31	ribosomal protein L31 [Pediococcus acidilactici DSM 20284]	TIGR00105`L31: ribosomal protein bL31	Ribosomal protein L31`Translation, ribosomal structure and biogenesis`J	assembly_00444`K02909	Ribosome`ko03010	GO:0003735`structural constituent of ribosome`molecular_function;GO:0005840`ribosome`cellular_component;GO:0006412`translation`biological_process
assembly_01765	Uronate isomerase`	PF02614.11`UxaC`Glucuronate isomerase	WP_024862817.1`glucuronate isomerase	glucuronate isomerase [Pediococcus acidilactici]	-	Glucuronate isomerase`Carbohydrate transport and metabolism`G	assembly_01765`K01812	Pentose and glucuronate interconversions`ko00040	GO:0008880`glucuronate isomerase activity`molecular_function;GO:0006064`glucuronate catabolic process`biological_process
assembly_00003	-	-	-	-	-	-	-	-	-
assembly_00726	ABC transporter ATP-binding protein YtrB`	PF03193.13`DUF258`Protein of unknown function, DUF258;PF13304.3`AAA_21`AAA domain, putative AbiEii toxin, Type IV TA system;PF01926.20`MMR_HSR1`50S ribosome-binding GTPase;PF13555.3`AAA_29`P-loop containing region of AAA domain;PF00005.24`ABC_tran`ABC transporter	WP_002832122.1`ABC transporter ATP-binding protein	ABC transporter ATP-binding protein [Pediococcus acidilactici]	TIGR01257`rim_protein: rim ABC transporter;TIGR03864`PQQ_ABC_ATP: ABC transporter, ATP-binding subunit, PQQ-dependent alcohol dehydrogenase system;TIGR03796`NHLM_micro_ABC1: NHLM bacteriocin system ABC transporter, peptidase/ATP-binding protein;TIGR03269`met_CoM_red_A2: methyl coenzyme M reductase system, component A2;TIGR00968`3a0106s01: sulfate ABC transporter, ATP-binding protein;TIGR02323`CP_lyasePhnK: phosphonate C-P lyase system protein PhnK;TIGR02982`heterocyst_DevA: ABC exporter ATP-binding subunit, DevA family;TIGR01192`chvA: glucan exporter ATP-binding protein;TIGR01186`proV: glycine betaine/L-proline transport ATP binding subunit;TIGR02314`ABC_MetN: D-methionine ABC transporter, ATP-binding protein;TIGR03410`urea_trans_UrtE: urea ABC transporter, ATP-binding protein UrtE;TIGR01271`CFTR_protein: cystic fibrosis transmembrane conductor regulator (CFTR);TIGR00955`3a01204: pigment precursor permease;TIGR03415`ABC_choXWV_ATP: choline ABC transporter, ATP-binding protein;TIGR02324`CP_lyasePhnL: phosphonate C-P lyase system protein PhnL;TIGR03258`PhnT: 2-aminoethylphosphonate ABC transport system, ATP-binding component PhnT;TIGR00958`3a01208: antigen peptide transporter 2;TIGR01187`potA: polyamine ABC transporter, ATP-binding protein;TIGR02769`nickel_nikE: nickel import ATP-binding protein NikE;TIGR01193`bacteriocin_ABC: ABC-type bacteriocin transporter;TIGR02633`xylG: D-xylose ABC transporter, ATP-binding protein;TIGR01194`cyc_pep_trnsptr: cyclic peptide transporter;TIGR01277`thiQ: thiamine ABC transporter, ATP-binding protein;TIGR01184`ntrCD: nitrate ABC transporter, ATP-binding proteins C and D;TIGR04520`ECF_ATPase_1: energy-coupling factor transporter ATPase;TIGR03771`anch_rpt_ABC: anchored repeat-type ABC transporter, ATP-binding subunit;TIGR02868`CydC: thiol reductant ABC exporter, CydC subunit;TIGR03005`ectoine_ehuA: ectoine/hydroxyectoine ABC transporter, ATP-binding protein EhuA;TIGR01189`ccmA: heme ABC exporter, ATP-binding protein CcmA;TIGR01846`type_I_sec_HlyB: type I secretion system ATPase;TIGR03873`F420-0_ABC_ATP: proposed F420-0 ABC transporter, ATP-binding protein;TIGR03740`galliderm_ABC: lantibiotic protection ABC transporter, ATP-binding subunit;TIGR02315`ABC_phnC: phosphonate ABC transporter, ATP-binding protein;TIGR03265`PhnT2: putative 2-aminoethylphosphonate ABC transporter, ATP-binding protein;TIGR02142`modC_ABC: molybdate ABC transporter, ATP-binding protein;TIGR02673`FtsE: cell division ATP-binding protein FtsE;TIGR01842`type_I_sec_PrtD: type I secretion system ATPase;TIGR03797`NHLM_micro_ABC2: NHLM bacteriocin system ABC transporter, ATP-binding protein;TIGR01188`drrA: daunorubicin resistance ABC transporter, ATP-binding protein;TIGR04406`LPS_export_lptB: LPS export ABC transporter ATP-binding protein;TIGR03719`ABC_ABC_ChvD: ATP-binding cassette protein, ChvD family;TIGR02204`MsbA_rel: ABC transporter, permease/ATP-binding protein;TIGR02203`MsbA_lipidA: lipid A export permease/ATP-binding protein MsbA;TIGR00956`3a01205: pleiotropic drug resistance family protein;TIGR03375`type_I_sec_LssB: type I secretion system ATPase;TIGR03522`GldA_ABC_ATP: gliding motility-associated ABC transporter ATP-binding subunit GldA;TIGR02211`LolD_lipo_ex: lipoprotein releasing system, ATP-binding protein;TIGR03608`L_ocin_972_ABC: putative bacteriocin export ABC transporter, lactococcin 972 group;TIGR02770`nickel_nikD: nickel import ATP-binding protein NikD;TIGR01166`cbiO: cobalt ABC transporter, ATP-binding protein;TIGR02857`CydD: thiol reductant ABC exporter, CydD subunit;TIGR01978`sufC: FeS assembly ATPase SufC;TIGR00972`3a0107s01c2: phosphate ABC transporter, ATP-binding protein;TIGR01288`nodI: nodulation ABC transporter NodI;TIGR03411`urea_trans_UrtD: urea ABC transporter, ATP-binding protein UrtD;TIGR04521`ECF_ATPase_2: energy-coupling factor transporter ATPase	ABC-type multidrug transport system, ATPase component`Defense mechanisms`V	-	-	GO:0016887`ATPase activity`molecular_function;GO:0005886`plasma membrane`cellular_component;GO:0005524`ATP binding`molecular_function
assembly_01225	Minor myo-inositol transporter IolF`	PF00083.21`Sugar_tr`Sugar (and other) transporter;PF07690.13`MFS_1`Major Facilitator Superfamily;PF06609.10`TRI12`Fungal trichothecene efflux pump (TRI12)	WP_024862425.1`MFS transporter	MFS transporter [Pediococcus acidilactici]	TIGR00890`2A0111: oxalate/formate antiporter family transporter;TIGR00711`efflux_EmrB: drug resistance MFS transporter, drug:H+ antiporter-2 (14 Spanner) (DHA2) family;TIGR00879`SP: MFS transporter, sugar porter (SP) family;TIGR00898`2A0119: cation transport protein;TIGR00881`2A0104: phosphoglycerate transporter family protein;TIGR01299`synapt_SV2: synaptic vesicle protein SV2;TIGR00880`2_A_01_02: multidrug resistance protein;TIGR00883`2A0106: MFS transporter, metabolite:H+ symporter (MHS) family protein;TIGR00895`2A0115: MFS transporter, aromatic acid:H+ symporter (AAHS) family	-	-	-	GO:0005351`sugar:proton symporter activity`molecular_function;GO:0005887`integral component of plasma membrane`cellular_component
assembly_01051	-	-	WP_004165123.1`LacI family DNA-binding transcriptional regulator	-	-	-	-	-	-
assembly_00955	30S ribosomal protein S21`	PF01165.17`Ribosomal_S21`Ribosomal protein S21	WP_002830340.1`MULTISPECIES: 30S ribosomal protein S21	MULTISPECIES: 30S ribosomal protein S21 [Pediococcus]	TIGR00030`S21p: ribosomal protein bS21	Ribosomal protein S21`Translation, ribosomal structure and biogenesis`J	assembly_00955`K02970	Ribosome`ko03010	GO:0003735`structural constituent of ribosome`molecular_function;GO:0005840`ribosome`cellular_component;GO:0006412`translation`biological_process
assembly_00108	-	-	WP_087115999.1`hypothetical protein	hypothetical protein PAC01_15260 [Pediococcus acidilactici]	-	-	-	-	-
assembly_00557	Nucleobase transporter PlUacP`	PF00860.17`Xan_ur_permease`Permease family	WP_024862971.1`purine permease	purine permease [Pediococcus acidilactici]	TIGR00801`ncs2: uracil-xanthine permease;TIGR03616`RutG: pyrimidine utilization transport protein G;TIGR03173`pbuX: xanthine permease	-	-	-	GO:0016021`integral component of membrane`cellular_component;GO:0005886`plasma membrane`cellular_component;GO:0022857`transmembrane transporter activity`molecular_function;GO:0015851`nucleobase transport`biological_process
assembly_01483	Probable succinyl-diaminopimelate desuccinylase`	PF01546.25`Peptidase_M20`Peptidase family M20/M25/M40;PF02838.12`Glyco_hydro_20b`Glycosyl hydrolase family 20, domain 2;PF04389.14`Peptidase_M28`Peptidase family M28;PF05343.11`Peptidase_M42`M42 glutamyl aminopeptidase;PF07687.11`M20_dimer`Peptidase dimerisation domain	WP_024862538.1`ArgE/DapE family deacylase	ArgE/DapE family deacylase [Pediococcus acidilactici]	TIGR01900`dapE-gram_pos: succinyl-diaminopimelate desuccinylase;TIGR03526`selenium_YgeY: putative selenium metabolism hydrolase;TIGR01880`Ac-peptdase-euk: N-acyl-L-amino-acid amidohydrolase;TIGR01246`dapE_proteo: succinyl-diaminopimelate desuccinylase;TIGR01910`DapE-ArgE: peptidase, ArgE/DapE family;TIGR01886`dipeptidase: dipeptidase PepV;TIGR01891`amidohydrolases: amidohydrolase;TIGR01892`AcOrn-deacetyl: acetylornithine deacetylase (ArgE);TIGR01887`dipeptidaselike: putative dipeptidase;TIGR01883`PepT-like: peptidase T-like protein;TIGR01902`dapE-lys-deAc: N-acetyl-ornithine/N-acetyl-lysine deacetylase	Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase or related deacylase`Amino acid transport and metabolism`E	assembly_01483`K01439	Lysine biosynthesis`ko00300;Biosynthesis of amino acids`ko01230	GO:0009014`succinyl-diaminopimelate desuccinylase activity`molecular_function;GO:0019877`diaminopimelate biosynthetic process`biological_process;GO:0008237`metallopeptidase activity`molecular_function;GO:0009089`lysine biosynthetic process via diaminopimelate`biological_process;GO:0046872`metal ion binding`molecular_function
assembly_01552	-	PF01966.19`HD`HD domain;PF13023.3`HD_3`HD domain;PF12917.4`HD_2`HD containing hydrolase-like enzyme	WP_024862562.1`HD domain-containing protein	HD domain-containing protein [Pediococcus acidilactici]	-	-	-	-	-
assembly_00439	-	PF09148.7`DUF1934`Domain of unknown function (DUF1934)	WP_002829721.1`DUF1934 domain-containing protein	DUF1934 domain-containing protein [Pediococcus acidilactici]	-	-	-	-	-
assembly_01849	Multidrug efflux system ATP-binding protein Rv1218c`	PF13671.3`AAA_33`AAA domain;PF13175.3`AAA_15`AAA ATPase domain;PF13304.3`AAA_21`AAA domain, putative AbiEii toxin, Type IV TA system;PF03193.13`DUF258`Protein of unknown function, DUF258;PF13732.3`DUF4162`Domain of unknown function (DUF4162);PF13555.3`AAA_29`P-loop containing region of AAA domain;PF00005.24`ABC_tran`ABC transporter;PF13476.3`AAA_23`AAA domain	WP_034994366.1`ABC transporter ATP-binding protein	ABC transporter ATP-binding protein [Lactobacillus vini]	TIGR02315`ABC_phnC: phosphonate ABC transporter, ATP-binding protein;TIGR03265`PhnT2: putative 2-aminoethylphosphonate ABC transporter, ATP-binding protein;TIGR02673`FtsE: cell division ATP-binding protein FtsE;TIGR02142`modC_ABC: molybdate ABC transporter, ATP-binding protein;TIGR01188`drrA: daunorubicin resistance ABC transporter, ATP-binding protein;TIGR01842`type_I_sec_PrtD: type I secretion system ATPase;TIGR03797`NHLM_micro_ABC2: NHLM bacteriocin system ABC transporter, ATP-binding protein;TIGR02204`MsbA_rel: ABC transporter, permease/ATP-binding protein;TIGR03719`ABC_ABC_ChvD: ATP-binding cassette protein, ChvD family;TIGR04406`LPS_export_lptB: LPS export ABC transporter ATP-binding protein;TIGR02203`MsbA_lipidA: lipid A export permease/ATP-binding protein MsbA;TIGR03375`type_I_sec_LssB: type I secretion system ATPase;TIGR02211`LolD_lipo_ex: lipoprotein releasing system, ATP-binding protein;TIGR03522`GldA_ABC_ATP: gliding motility-associated ABC transporter ATP-binding subunit GldA;TIGR00630`uvra: excinuclease ABC subunit A;TIGR02770`nickel_nikD: nickel import ATP-binding protein NikD;TIGR03608`L_ocin_972_ABC: putative bacteriocin export ABC transporter, lactococcin 972 group;TIGR02857`CydD: thiol reductant ABC exporter, CydD subunit;TIGR01166`cbiO: cobalt ABC transporter, ATP-binding protein;TIGR01978`sufC: FeS assembly ATPase SufC;TIGR01288`nodI: nodulation ABC transporter NodI;TIGR03411`urea_trans_UrtD: urea ABC transporter, ATP-binding protein UrtD;TIGR00972`3a0107s01c2: phosphate ABC transporter, ATP-binding protein;TIGR04521`ECF_ATPase_2: energy-coupling factor transporter ATPase;TIGR03864`PQQ_ABC_ATP: ABC transporter, ATP-binding subunit, PQQ-dependent alcohol dehydrogenase system;TIGR03796`NHLM_micro_ABC1: NHLM bacteriocin system ABC transporter, peptidase/ATP-binding protein;TIGR01257`rim_protein: rim ABC transporter;TIGR00968`3a0106s01: sulfate ABC transporter, ATP-binding protein;TIGR03269`met_CoM_red_A2: methyl coenzyme M reductase system, component A2;TIGR01192`chvA: glucan exporter ATP-binding protein;TIGR02323`CP_lyasePhnK: phosphonate C-P lyase system protein PhnK;TIGR02982`heterocyst_DevA: ABC exporter ATP-binding subunit, DevA family;TIGR03410`urea_trans_UrtE: urea ABC transporter, ATP-binding protein UrtE;TIGR02314`ABC_MetN: D-methionine ABC transporter, ATP-binding protein;TIGR01186`proV: glycine betaine/L-proline transport ATP binding subunit;TIGR01271`CFTR_protein: cystic fibrosis transmembrane conductor regulator (CFTR);TIGR00955`3a01204: pigment precursor permease;TIGR02324`CP_lyasePhnL: phosphonate C-P lyase system protein PhnL;TIGR03415`ABC_choXWV_ATP: choline ABC transporter, ATP-binding protein;TIGR00958`3a01208: antigen peptide transporter 2;TIGR03258`PhnT: 2-aminoethylphosphonate ABC transport system, ATP-binding component PhnT;TIGR02769`nickel_nikE: nickel import ATP-binding protein NikE;TIGR01187`potA: polyamine ABC transporter, ATP-binding protein;TIGR01193`bacteriocin_ABC: ABC-type bacteriocin transporter;TIGR01194`cyc_pep_trnsptr: cyclic peptide transporter;TIGR01277`thiQ: thiamine ABC transporter, ATP-binding protein;TIGR02633`xylG: D-xylose ABC transporter, ATP-binding protein;TIGR03771`anch_rpt_ABC: anchored repeat-type ABC transporter, ATP-binding subunit;TIGR01184`ntrCD: nitrate ABC transporter, ATP-binding proteins C and D;TIGR04520`ECF_ATPase_1: energy-coupling factor transporter ATPase;TIGR03005`ectoine_ehuA: ectoine/hydroxyectoine ABC transporter, ATP-binding protein EhuA;TIGR01846`type_I_sec_HlyB: type I secretion system ATPase;TIGR02868`CydC: thiol reductant ABC exporter, CydC subunit;TIGR01189`ccmA: heme ABC exporter, ATP-binding protein CcmA;TIGR00957`MRP_assoc_pro: multi drug resistance-associated protein (MRP);TIGR03740`galliderm_ABC: lantibiotic protection ABC transporter, ATP-binding subunit;TIGR03873`F420-0_ABC_ATP: proposed F420-0 ABC transporter, ATP-binding protein	ABC-type multidrug transport system, ATPase component`Defense mechanisms`V	-	-	GO:0005524`ATP binding`molecular_function;GO:0005886`plasma membrane`cellular_component;GO:0046677`response to antibiotic`biological_process;GO:0016887`ATPase activity`molecular_function
