Gene_ID,Start,End,Strand,Nr_ID,Nr_Description,Kegg_Gene_Name,Kegg_Definition,Kegg_EC,Kegg_Pathway,GO_ID,GO_terms,COG_ID,COG_Description,CAZy_Subject_ID,CAZy_activities,CAZy_note
1_317 ,331051,332382,+,WP_003646444.1,MULTISPECIES: NAD(P)/FAD-dependent oxidoreductase [Lactobacillus],"GSR, gor",glutathione reductase (NADPH) ,EC:1.8.1.7,ko00480 Glutathione metabolism;ko04918 Thyroid hormone synthesis;,GO:0009055,electron transfer activity,gnl|CDD|224169,"COG1249, Lpd, Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide dehydrogenase (E3) component, and related enzymes [Energy production and conversion].",--,--,--
1_318 ,332848,334365,+,WP_003643773.1,MULTISPECIES: glycerol kinase [Lactobacillus],"glpK, GK",glycerol kinase ,EC:2.7.1.30,ko00561 Glycerolipid metabolism;ko03320 PPAR signaling pathway;ko04626 Plant-pathogen interaction;,GO:0004370,glycerol kinase activity,gnl|CDD|223628,"COG0554, GlpK, Glycerol kinase [Energy production and conversion].",--,--,--
1_319 ,334380,336209,+,WP_003641944.1,MULTISPECIES: type 1 glycerol-3-phosphate oxidase [Lactobacillus],E1.1.3.21,alpha-glycerophosphate oxidase ,EC:1.1.3.21,ko00564 Glycerophospholipid metabolism;,GO:0004368,glycerol-3-phosphate dehydrogenase (quinone) activity,gnl|CDD|223651,"COG0578, GlpA, Glycerol-3-phosphate dehydrogenase [Energy production and conversion].",--,--,--
1_320 ,336224,336946,+,KRL32998.1,MIP family glycerol uptake facilitator protein GlpF [Lactobacillus plantarum subsp. plantarum ATCC 14917 = JCM 1149 = CGMCC 1.2437],GLPF,glycerol uptake facilitator protein,--,,GO:0015267,channel activity,gnl|CDD|223653,"COG0580, GlpF, Glycerol uptake facilitator and related permeases (Major Intrinsic Protein Family) [Carbohydrate transport and metabolism].",--,--,--
1_321 ,337529,341212,+,WP_003641946.1,MULTISPECIES: LPXTG cell wall anchor domain-containing protein [Lactobacillus],--,--,--,--,--,--,--,--,--,--,--
1_322 ,341214,343013,+,WP_041161944.1,hypothetical protein [Lactobacillus plantarum],--,--,--,--,--,--,--,--,--,--,--
1_323 ,343010,343927,+,WP_003641948.1,MULTISPECIES: hypothetical protein [Lactobacillus],--,--,--,--,--,--,--,--,--,--,--
1_324 ,343971,344234,+,WP_003641949.1,MULTISPECIES: hypothetical protein [Lactobacillus],--,--,--,--,--,--,--,--,--,--,--
1_325 ,344346,344621,+,WP_003641960.1,MULTISPECIES: hypothetical protein [Lactobacillus],--,--,--,--,--,--,--,--,--,--,--
1_326 ,345003,345620,-,WP_003641962.1,MULTISPECIES: sugar O-acetyltransferase [Lactobacillus],lacA,galactoside O-acetyltransferase ,EC:2.3.1.18,,GO:0016407,acetyltransferase activity,gnl|CDD|223188,"COG0110, WbbJ, Acetyltransferase (isoleucine patch superfamily) [General function prediction only].",AMD96221.1,"lipopolysaccharide alpha-1,3-galactosyltransferase (EC 2.4.1.44);  UDP-Glc: (glucosyl)lipopolysaccharide alpha-1,2-glucosyltransferase (EC 2.4.1.-); lipopolysaccharide glucosyltransferase 1 (EC 2.4.1.58); glycogenin glucosyltransferase (EC 2.4.1.186); inositol 1-alpha-galactosyltransferase (galactinol synthase) (EC 2.4.1.123); homogalacturonan alpha-1,4-galacturonosyltransferase (EC 2.4.1.43); UDP-GlcA: xylan alpha-glucuronyltransferase (EC 2.4.1.-)",Distant similarity to family GT24
1_327 ,345624,346778,-,WP_003641963.1,MULTISPECIES: MFS transporter [Lactobacillus],--,--,--,--,GO:0016021,integral component of membrane,gnl|CDD|225371,"COG2814, AraJ, Arabinose efflux permease [Carbohydrate transport and metabolism].",--,--,--
1_328 ,346782,347573,-,WP_011100993.1,MULTISPECIES: HAD family hydrolase [Lactobacillus],SPP,sucrose-6-phosphatase&#160; ,EC:3.1.3.24,ko00500 Starch and sucrose metabolism;,GO:0016787,hydrolase activity,gnl|CDD|223635,"COG0561, Cof, Predicted hydrolases of the HAD superfamily [General function prediction only].",CAL64851.1,"UDP-Glc: glycogen glucosyltransferase (EC 2.4.1.11); ADP-Glc: starch glucosyltransferase (EC 2.4.1.21); NDP-Glc: starch glucosyltransferase (EC 2.4.1.242); UDP-Glc: alpha-1,3-glucan synthase (EC 2.4.1.183) UDP-Glc: alpha-1,4-glucan synthase (EC 2.4.1.-)",nan
1_329 ,347644,348516,-,WP_033608297.1,AraC family transcriptional regulator [Lactobacillus plantarum],--,--,--,--,GO:0003677,DNA binding,gnl|CDD|225117,"COG2207, AraC, AraC-type DNA-binding domain-containing proteins [Transcription].",--,--,--
1_330 ,348676,349491,+,WP_003641966.1,MULTISPECIES: Cof-type HAD-IIB family hydrolase [Lactobacillus],SPP,sucrose-6-phosphatase&#160; ,EC:3.1.3.24,ko00500 Starch and sucrose metabolism;,GO:0016787,hydrolase activity,gnl|CDD|223635,"COG0561, Cof, Predicted hydrolases of the HAD superfamily [General function prediction only].",--,--,--
1_331 ,350017,351393,+,WP_011100994.1,MULTISPECIES: branched-chain amino acid transport system II carrier protein [Lactobacillus],TC.LIVCS,"branched-chain amino acid:cation transporter, LIVCS family",--,,GO:0015658,branched-chain amino acid transmembrane transporter activity,gnl|CDD|224039,"COG1114, BrnQ, Branched-chain amino acid permeases [Amino acid transport and metabolism].",--,--,--
1_332 ,351438,352622,+,WP_011100995.1,MULTISPECIES: cation:proton antiporter [Lactobacillus],--,--,--,--,GO:0006812,cation transport,gnl|CDD|223551,"COG0475, KefB, Kef-type K+ transport systems, membrane components [Inorganic ion transport and metabolism].",--,--,--
1_333 ,353007,353210,+,WP_003641969.1,MULTISPECIES: hypothetical protein [Lactobacillus],--,--,--,--,--,--,--,--,--,--,--
1_334 ,353445,353597,-,WP_003643803.1,MULTISPECIES: hypothetical protein [Lactobacillus],--,--,--,--,--,--,--,--,--,--,--
1_335 ,353622,354290,-,WP_003641971.1,MULTISPECIES: bacteriocin immunity protein [Lactobacillus],--,--,--,--,--,--,--,--,--,--,--
1_336 ,354287,354460,-,WP_003641972.1,MULTISPECIES: two-peptide bacteriocin plantaricin JK subunit PlnK [Lactobacillus],--,--,--,--,--,--,--,--,--,--,--
1_337 ,354491,354658,-,WP_003641973.1,MULTISPECIES: two-peptide bacteriocin plantaricin JK subunit PlnJ [Lactobacillus],--,--,--,--,--,--,--,--,--,--,--
1_338 ,355520,355720,+,WP_003641974.1,MULTISPECIES: bacteriocin immunity protein [Lactobacillus],--,--,--,--,--,--,--,--,--,--,--
1_339 ,355848,356015,+,WP_003641975.1,MULTISPECIES: bacteriocin [Lactobacillus],--,--,--,--,--,--,--,--,--,--,--
1_340 ,356133,357332,+,WP_003641976.1,MULTISPECIES: glycosyltransferase family 2 protein [Lactobacillus],--,--,--,--,--,--,gnl|CDD|223539,"COG0463, WcaA, Glycosyltransferases involved in cell wall biogenesis [Cell envelope biogenesis, outer membrane].",AMX09354.1,"cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenolÃ¯Â¿Â½mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.-)","Distant similarity to families GT12, GT21, GT27, GT55, GT81 etc."
1_341 ,357363,358109,+,WP_003641977.1,MULTISPECIES: CPBP family intramembrane metalloprotease [Lactobacillus],K07052,uncharacterized protein,--,,GO:0016020,membrane,gnl|CDD|224185,"COG1266, COG1266, Predicted metal-dependent membrane protease [General function prediction only].",--,--,--
1_342 ,358463,358651,+,WP_003641978.1,MULTISPECIES: hypothetical protein [Lactobacillus],--,--,--,--,--,--,--,--,--,--,--
1_343 ,358987,359133,+,WP_003641979.1,MULTISPECIES: bacteriocin [Lactobacillus],--,--,--,--,--,--,--,--,--,--,--
1_344 ,359324,359611,+,WP_076631186.1,GHKL domain-containing protein [Lactobacillus plantarum],"agrC, blpH, fsrC","two-component system, AgrA family, sensor histidine kinase AgrC ",EC:2.7.13.3,ko02020 Two-component system;ko02024 Quorum sensing;,--,--,--,--,--,--,--
1_345 ,359647,360822,-,WP_053339307.1,IS256 family transposase [Lactobacillus plantarum],--,--,--,--,GO:0003677,DNA binding,gnl|CDD|225865,"COG3328, COG3328, Transposase and inactivated derivatives [DNA replication, recombination, and repair].",--,--,--
1_346 ,360840,362012,+,WP_011100998.1,MULTISPECIES: GHKL domain-containing protein [Lactobacillus],"agrC, blpH, fsrC","two-component system, AgrA family, sensor histidine kinase AgrC ",EC:2.7.13.3,ko02020 Two-component system;ko02024 Quorum sensing;,--,--,gnl|CDD|225519,"COG2972, COG2972, Predicted signal transduction protein with a C-terminal ATPase domain [Signal transduction mechanisms].",--,--,--
1_347 ,362013,362756,+,WP_011100999.1,MULTISPECIES: response regulator transcription factor [Lactobacillus],--,--,--,--,GO:0000160,phosphorelay signal transduction system,gnl|CDD|225818,"COG3279, LytT, Response regulator of the LytR/AlgR family [Transcription / Signal transduction mechanisms].",--,--,--
1_348 ,362875,363618,+,WP_003641982.1,MULTISPECIES: response regulator transcription factor [Lactobacillus],--,--,--,--,GO:0000160,phosphorelay signal transduction system,gnl|CDD|225818,"COG3279, LytT, Response regulator of the LytR/AlgR family [Transcription / Signal transduction mechanisms].",--,--,--
1_349 ,363923,364696,-,WP_003646470.1,MULTISPECIES: CPBP family intramembrane metalloprotease [Lactobacillus],--,--,--,--,GO:0016020,membrane,gnl|CDD|224185,"COG1266, COG1266, Predicted metal-dependent membrane protease [General function prediction only].",--,--,--
1_350 ,364795,364953,-,WP_080440456.1,bacteriocin [Lactobacillus plantarum],--,--,--,--,--,--,--,--,--,--,--
1_351 ,364978,365148,-,WP_003641985.1,MULTISPECIES: two-peptide bacteriocin plantaricin EF subunit PlnE [Lactobacillus],--,--,--,--,--,--,--,--,--,--,--
1_352 ,365415,367565,+,WP_003641986.1,MULTISPECIES: peptide cleavage/export ABC transporter [Lactobacillus],ABCC-BAC,"ATP-binding cassette, subfamily C, bacterial",--,,GO:0005524,ATP binding,gnl|CDD|225183,"COG2274, SunT, ABC-type bacteriocin/lantibiotic exporters, contain an N-terminal double-glycine peptidase domain [Defense mechanisms].",--,--,--
1_353 ,367581,368957,+,WP_003641987.1,MULTISPECIES: HlyD family secretion protein [Lactobacillus],--,--,--,--,--,--,gnl|CDD|223914,"COG0845, AcrA, Membrane-fusion protein [Cell envelope biogenesis, outer membrane].",--,--,--
1_354 ,369192,369737,+,ABD15231.1,"integral membrane protein PlnT, membrane-bound protease CAAX family [Lactobacillus plantarum]",K07052,uncharacterized protein,--,,GO:0016020,membrane,gnl|CDD|224185,"COG1266, COG1266, Predicted metal-dependent membrane protease [General function prediction only].",--,--,--
1_355 ,369804,370472,+,WP_003641990.1,MULTISPECIES: CPBP family intramembrane metalloprotease [Lactobacillus],K07052,uncharacterized protein,--,,GO:0016020,membrane,gnl|CDD|224185,"COG1266, COG1266, Predicted metal-dependent membrane protease [General function prediction only].",--,--,--
1_356 ,370559,371239,+,WP_003641991.1,MULTISPECIES: CPBP family intramembrane metalloprotease [Lactobacillus],K07052,uncharacterized protein,--,,GO:0016020,membrane,gnl|CDD|224185,"COG1266, COG1266, Predicted metal-dependent membrane protease [General function prediction only].",--,--,--
1_357 ,371333,372019,+,KRL33435.1,integral membrane protein PlnW [Lactobacillus plantarum subsp. plantarum ATCC 14917 = JCM 1149 = CGMCC 1.2437],K07052,uncharacterized protein,--,,GO:0016020,membrane,gnl|CDD|224185,"COG1266, COG1266, Predicted metal-dependent membrane protease [General function prediction only].",--,--,--
1_358 ,372157,372360,+,WP_003641993.1,MULTISPECIES: hypothetical protein [Lactobacillus],--,--,--,--,--,--,--,--,--,--,--
1_359 ,372455,374764,-,WP_003641994.1,MULTISPECIES: ATP-dependent DNA helicase [Lactobacillus],--,--,--,--,GO:0005524,ATP binding,gnl|CDD|226482,"COG3973, COG3973, Superfamily I DNA and RNA helicases [General function prediction only].",--,--,--
1_360 ,375023,375799,+,KRL33437.1,carbon-nitrogen family hydrolase [Lactobacillus plantarum subsp. plantarum ATCC 14917 = JCM 1149 = CGMCC 1.2437],nit,2-oxoglutaramate amidase ,EC:3.5.1.111,"ko00250 Alanine, aspartate and glutamate metabolism;",GO:0006807,nitrogen compound metabolic process,gnl|CDD|223465,"COG0388, COG0388, Predicted amidohydrolase [General function prediction only].",--,--,--
1_361 ,376238,377254,+,EFK30770.1,tryptophan--tRNA ligase [Lactobacillus plantarum subsp. plantarum ATCC 14917 = JCM 1149 = CGMCC 1.2437],"WARS, trpS",tryptophanyl-tRNA synthetase ,EC:6.1.1.2,ko00970 Aminoacyl-tRNA biosynthesis;,GO:0000166,nucleotide binding,gnl|CDD|223258,"COG0180, TrpS, Tryptophanyl-tRNA synthetase [Translation, ribosomal structure and biogenesis].",--,--,--
1_362 ,377662,378372,+,KRL33439.1,transcription regulator [Lactobacillus plantarum subsp. plantarum ATCC 14917 = JCM 1149 = CGMCC 1.2437],--,--,--,--,GO:0003677,DNA binding,gnl|CDD|225099,"COG2188, PhnF, Transcriptional regulators [Transcription].",--,--,--
1_363 ,378445,379806,+,WP_003641998.1,MULTISPECIES: PTS sugar transporter subunit IIC [Lactobacillus],"PTS-Cel-EIIC, celB, chbC","PTS system, cellobiose-specific IIC component",--,ko00500 Starch and sucrose metabolism;ko02060 Phosphotransferase system (PTS);,GO:0008982,protein-N(PI)-phosphohistidine-sugar phosphotransferase activity,gnl|CDD|224372,"COG1455, CelB, Phosphotransferase system cellobiose-specific component IIC [Carbohydrate transport and metabolism].",--,--,--
1_364 ,379813,380001,+,WP_003641999.1,MULTISPECIES: hypothetical protein [Lactobacillus],--,--,--,--,--,--,--,--,--,--,--
1_365 ,379991,380413,+,WP_046947771.1,DUF3284 domain-containing protein [Lactobacillus plantarum],--,--,--,--,--,--,--,--,--,--,--
1_366 ,380633,381991,+,EFK30775.1,"putative PTS system, cellobiose-specific IIC component [Lactobacillus plantarum subsp. plantarum ATCC 14917 = JCM 1149 = CGMCC 1.2437]","PTS-Cel-EIIC, celB, chbC","PTS system, cellobiose-specific IIC component",--,ko00500 Starch and sucrose metabolism;ko02060 Phosphotransferase system (PTS);,GO:0008982,protein-N(PI)-phosphohistidine-sugar phosphotransferase activity,gnl|CDD|224372,"COG1455, CelB, Phosphotransferase system cellobiose-specific component IIC [Carbohydrate transport and metabolism].",--,--,--
1_367 ,382009,383445,+,WP_003642002.1,MULTISPECIES: glycosyl hydrolase family protein [Lactobacillus],"E3.2.1.86B, bglA",6-phospho-beta-glucosidase ,EC:3.2.1.86,ko00010 Glycolysis / Gluconeogenesis;ko00500 Starch and sucrose metabolism;,GO:0004553,"hydrolase activity, hydrolyzing O-glycosyl compounds",gnl|CDD|225343,"COG2723, BglB, Beta-glucosidase/6-phospho-beta-glucosidase/beta-galactosidase [Carbohydrate transport and metabolism].",AGE38144.1,"beta-glucosidase (EC 3.2.1.21); beta-galactosidase (EC 3.2.1.23); beta-mannosidase (EC 3.2.1.25); beta-glucuronidase (EC 3.2.1.31); beta-D-fucosidase (EC 3.2.1.38); phlorizin hydrolase (EC 3.2.1.62); exo-beta-1,4-glucanase (EC 3.2.1.74); 6-phospho-beta-galactosidase (EC 3.2.1.85); 6-phospho-beta-glucosidase (EC 3.2.1.86); strictosidine beta-glucosidase (EC 3.2.1.105); lactase (EC 3.2.1.108); amygdalin beta-glucosidase (EC 3.2.1.117); prunasin beta-glucosidase (EC 3.2.1.118); raucaffricine beta-glucosidase (EC 3.2.1.125); thioglucosidase (EC 3.2.1.147); beta-primeverosidase (EC 3.2.1.149); isoflavonoid 7-O-beta-apiosyl-beta-glucosidase (EC 3.2.1.161); hydroxyisourate hydrolase (EC 3.-.-.-); beta-glycosidase (EC 3.2.1.-)",nan
1_368 ,383566,384462,+,WP_072535755.1,ROK family protein [Lactobacillus plantarum],E2.7.1.-,,,,--,--,gnl|CDD|224851,"COG1940, NagC, Transcriptional regulator/sugar kinase [Transcription / Carbohydrate transport and metabolism].",--,--,--
1_369 ,384612,385358,+,WP_003642004.1,MULTISPECIES: MurR/RpiR family transcriptional regulator [Lactobacillus],--,--,--,--,GO:0003677,DNA binding,gnl|CDD|224651,"COG1737, RpiR, Transcriptional regulators [Transcription].",--,--,--
1_370 ,385411,386484,+,EFK30779.1,dihydrouridine synthase (Dus) [Lactobacillus plantarum subsp. plantarum ATCC 14917 = JCM 1149 = CGMCC 1.2437],--,--,--,--,GO:0003824,catalytic activity,gnl|CDD|223120,"COG0042, COG0042, tRNA-dihydrouridine synthase [Translation, ribosomal structure and biogenesis].",--,--,--
1_371 ,386956,388071,+,EHS83031.1,hypothetical protein nc8_0408 [Lactobacillus plantarum subsp. plantarum NC8],--,--,--,--,--,--,--,--,--,--,--
1_372 ,388076,388870,+,EFK30781.1,hypothetical protein HMPREF0531_10486 [Lactobacillus plantarum subsp. plantarum ATCC 14917 = JCM 1149 = CGMCC 1.2437],--,--,--,--,--,--,--,--,--,--,--
1_373 ,389039,389956,+,WP_003642008.1,MULTISPECIES: Ppx/GppA family phosphatase [Lactobacillus],ppx-gppA,"exopolyphosphatase / guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase ",EC:3.6.1.11 3.6.1.40,ko00230 Purine metabolism;,--,--,gnl|CDD|223326,"COG0248, GppA, Exopolyphosphatase [Nucleotide transport and metabolism / Inorganic ion transport and metabolism].",--,--,--
1_374 ,390002,391276,+,WP_003642009.1,"MULTISPECIES: hydroxymethylglutaryl-CoA reductase, degradative [Lactobacillus]",mvaA,hydroxymethylglutaryl-CoA reductase ,EC:1.1.1.88,ko00900 Terpenoid backbone biosynthesis;,GO:0004420,hydroxymethylglutaryl-CoA reductase (NADPH) activity,gnl|CDD|224177,"COG1257, HMG1, Hydroxymethylglutaryl-CoA reductase [Lipid metabolism].",--,--,--
1_375 ,391269,392228,+,WP_003642010.1,MULTISPECIES: hypothetical protein [Lactobacillus],--,--,--,--,--,--,--,--,--,--,--
1_376 ,392250,392954,+,WP_003642011.1,MULTISPECIES: NAD-dependent protein deacylase [Lactobacillus],npdA,NAD-dependent deacetylase ,EC:3.5.1.-,,GO:0034979,NAD-dependent protein deacetylase activity,gnl|CDD|223915,"COG0846, SIR2, NAD-dependent protein deacetylases, SIR2 family [Transcription].",--,--,--
1_377 ,392954,393796,+,WP_003642012.1,MULTISPECIES: DUF72 domain-containing protein [Lactobacillus],--,--,--,--,--,--,gnl|CDD|224714,"COG1801, COG1801, Uncharacterized conserved protein [Function unknown].",--,--,--
